book	chapter	verse	suz_sentence	npi_sentence	alignment_type	confidence_signal
1JN	2	9	मिनु सुमी “गो परमप्रभु यावे आ छेङछेङमी बाक्‍नुङ” देंबा, तन्‍न आ लोक्‍ब आन कली मदाक्‍बा, मेको छेङछेङमी ममाइ, छिङछिङमी बाक्‍ब।	जसले ज्‍योतिमा छु भन्छ र आफ्नो भाइलाई घृणा गर्छ, त्यो अझ पनि अन्‍धकारमा नै छ ।	1:1	length_only
1JN	2	10	सु चहिं आ थमा सुइक्‍ब लोक्‍ब आन कली दाक्‍बा, मेको छेङछेङमी गाक्‍ना गाक्‍न बाक्‍ब। मोदेंशो दुम्‍शो मुरुमी मरिम्‍शो गेय मपाइब।	जसले आफ्नो भाइलाई प्रेम गर्छ त्‍यो ज्‍योतिमा रहन्‍छ, र त्यसलाई ठेस लाग्‍ने कुनै अवसर हुँदैन ।	2:1	length_only
1JN	2	11	सु चहिं आ लोक्‍ब आन कली मदाक्‍बा, मेको मुर छिङछिङमी गाक्‍ब।	तर जसले आफ्नो भाइलाई घृणा गर्छ, त्यो अझै अन्‍धकारमा नै हुन्छ र अन्‍धकारमा हिँड्छ ।	1:1	length_only
1JN	2	11	मिनु ते लाइबा मतुइक्‍ब। छिङछिङमी मेको कली मिक्‍च मताइब सेल्‍ब।	त्यो कहाँ गइरहेको छ भनी त्यसलाई थाहा पाउँदैन, किनभने अन्‍धकारले त्यसको आँखा अन्‍धो तुल्‍याएको छ ।	2:1	length_only
1JN	2	12	आं दाक्‍शो तमी तौपुकी, गो इन कली मारदे ब्रेक्‍ना ब्रेक्‍न बाक्‍ती देंशा हना, इन पशो मरिम्‍शो नेल्‍ल येसु ख्रीस्‍त आ नेंमी क्‍याम्‍सीशो बाक्‍त। मोपतीके गो इन कली ब्रेक्‍ना ब्रेक्‍न बाक्‍ती।	मेरा प्रिय बालकहरू, म तिमीहरूलाई लेख्छु, किनभने तिमीहरूका पाप ख्रीष्‍टको नाउँको खातिर क्षमा गरिएका छन् ।	2:1	length_only
1JN	2	13	आम आफपुकी, गो इन कली मारदे ब्रेक्‍ना ब्रेक्‍न बाक्‍ती देंशा हना, गे मेको ङोंइती रे बाक्‍ब कली तुइक्‍नीनी। मोपतीके गो इन कली ब्रेक्‍ना ब्रेक्‍न बाक्‍ती।	बुबाहरू हो, म तपाईंहरूलाई लेख्‍छु, किनभने सुरुदेखि नै हुनुहुनेलाई तपाईंहरू चिन्‍नुहुन्छ ।	2:1	length_only
1JN	2	13	ठेयब वोंइश आलपुकी, गो इन कली मारदे ब्रेक्‍ना ब्रेक्‍न बाक्‍ती देंशा हना, गे सैतान कली ग्रातीनी। मोपतीके गो इन कली ब्रेक्‍ना ब्रेक्‍न बाक्‍ती।	जवानहरू हो, म तिमीहरूलाई लेख्‍छु, किनभने तिमीहरूले दुष्‍टलाई जितेका छौ ।	2:1	length_only
1JN	2	13	मिनु आं तमी तौपुकी, गो इन कली मारदे ब्रेक्‍ताक्‍ङ देंशा हना, गे इं आफ परमप्रभु यावे कली तुइक्‍नीनी। मोपतीके गो इन कली ब्रेक्‍ताक्‍ङ।	साना बालकहरू हो, मैले तिमीहरूलाई लेखेको छु, किनभने तिमीहरू पितालाई चिन्छौ ।	2:1	length_only
1JN	2	14	मिनु आं आलपुकी, गो इन कली मारदे ब्रेक्‍ताक्‍ङ देंशा हना, गे इं आफ कली तुइक्‍नीनी। गो आम आफ इन कली मारदे ब्रेक्‍ताक्‍ङ देंशा हना, गे ङोंइती रे बाक्‍ब कली तुइक्‍ब बाक्‍नीनी।	बुबाहरू, मैले तपाईंहरूलाई लेखेको छु, किनभने तपाईंहरूले सुरुदेखि हुनुहुनेलाई चिन्‍नुहुन्छ ।	2:1	length_only
1JN	2	14	गो ठेयब वोंइश आल इन कली मारदे ब्रेक्‍ताक्‍ङ देंशा हना, गेपुकी बोल्‍यो दुम्‍तीनी। गे परमप्रभु यावे आ लोव़ इन थुंमी वोइश्‍‍शा, सैतान कली ग्रातीनी।	जवानहरू, मैले तिमीहरूलाई लेखेको छु, किनकि तिमीहरू बलिया छौ, र परमेश्‍वरको वचन तिमीहरूमा रहन्‍छ, र तिमीहरू दुष्‍टमाथि विजय भएका छौ ।	2:1	length_only
1JN	2	15	गेपुकी रागी नु रागी ङा थोव़क कली मदाक्‍तीन।	संसारलाई प्रेम नगर, न त संसारमा भएका थोकहरूलाई नै ।	1:1	length_only
1JN	2	15	सु चहिं रागी कली दाक्‍बा, मेको आ थुंमी इं आफ, परमप्रभु यावे आ दाक्‍शो मबाक्‍ब।	कसैले संसारलाई प्रेम गर्छ भने पिताको प्रेम त्‍यसमा हुँदैन ।	1:1	length_only
1JN	2	16	मेको आन मिक्‍चीमी मार मार कोव़चा दाक्‍नीमी, मेकोन कोव़थ लाइनीम। आन शुश शोंप आ पर्बम ठेयब लेत्‍तीके इं आफ परमप्रभु यावे रे ममाइ, रागी ङा मुर आन पतीके बाक्‍ब।	किनभने संसारमा भएका सबै थोकहरू अर्थात् शरिरको अभिलाषा, आँखाको अभिलाषा र जीवनको शेखी पिताबाट आएका होइनन्, तर संसारबाट आएका हुन् ।	2:1	length_only
1JN	2	17	मिनु रागी नु रागी ङा मुर आन दाक्‍शो नेल्‍ल जाम्‍ब।	संसार र यसका इच्‍छाहरू बितेर जाँदै छन् ।	1:1	length_only
1JN	2	17	सु चहिं परमप्रभु यावे आ देंशो पाइबा, मेको मुर गेना हना यो ब्रोंइशा बाक्‍ब।	तर जसले परमेश्‍वरको इच्‍छाअनुसार गर्छ, त्‍यो सदासर्वदा रहिरहन्‍छ ।	1:1	length_only
1JN	2	18	आं तमी तौपुकी, रागी जाम्‍चशो बाक्‍ब।	साना बालकहरू हो, यो आखिरी घडी हो ।	1:1	length_only
1JN	2	18	दोपा तुइक्‍ताक्‍य देंशा हना, ख्रीस्‍त आ पर्बम दूली शेंब का जाक्‍ब, दे ङोंइती रे तुइश्‍शो ननी। ख्रीस्‍त आ पर्बम दूली शेंब शुश जाक्‍तेक्‍म।	तिमीहरूले ख्रीष्‍ट विरोधी आइरहेको छ भनी सुन्दै छौ, अहिले पनि धेरै ख्रीष्‍ट विरोधीहरू आइसकेका छन् ।	2:1	length_only
1JN	2	18	मोपतीके रागी जाम्‍चशो बाक्‍त, दे तुइक्‍ताक्‍य।	यसद्वारा नै यो आखिरी घडी हो भन्‍ने हामी जान्दछौँ ।	1:1	length_only
1JN	2	19	मेको दूली शेंबपुकी इं दाते रे ग्रूतेक्‍म। मेकोपुकी चहिं इं खोदेंशो पा येसु ख्रीस्‍त कली थमा सुइक्‍ब मनम।	तिनीहरू हामीबाट बाहिर गए, तर तिनीहरू हाम्रा थिएनन्‌ ।	2:1	length_only
1JN	2	19	इं खोदेंशो पा येसु ख्रीस्‍त कली थमा सुइक्‍ब नम हना, गोपुकी नु काथा बाक्‍म वा। तन्‍न इं दाते रे ग्रूशा लाम्‍तेक्‍म।	यदि तिनीहरू हाम्रा भएका भए तिनीहरू हामीहरूसँगै रहिरहने थिए, तर तिनीहरू हाम्रा होइनन् भन्‍ने देखाउन तिनीहरू गए ।	2:1	length_only
1JN	2	20	येसु ख्रीस्‍तमी इन कली परमप्रभु यावे आ सोक्‍त गेप्‍तु। मोपतीके नेल्‍ल तुइक्‍नीनी।	तर तिमीहरूसँग पवित्र हुनुहुनेबाटको अभिषेक छ, र तिमीहरू सबैले सत्‍य जान्दछौ ।	2:1	length_only
1JN	2	21	मिनु मेको इन तुइश्‍शो थमा लोव़ क्‍येङा जोक्‍ब सेल्‍चा, दे ब्रेक्‍ताक्‍ङ। थमा शेंतीकेमी येसु ख्रीस्‍त आ पर्बम जोल मबाक्‍ब।	तिमीहरूले सत्‍य जानेका छैनौ भनेर मैले लेखेको होइनँ, तर तिमीहरूले यो जानेका हुनाले र कुनै पनि झुट सत्य नहुने हुनाले हो ।	2:1	length_only
1JN	2	22	दूली शेंबमी मार शेंब देंशा हना “येसु ख्रीस्‍त परमप्रभु यावे आ सोइश्‍शो ममाइ। परमप्रभु यावे नु आ तौ पोबु मनसी” दे शेंब।	येशू नै ख्रीष्‍ट हुनुहुन्छ भनी इन्‍कार गर्नेबाहेक अर्को झुट को हुन्छ ?	1:1	length_only
1JN	2	22	मेको ख्रीस्‍त आ पर्बम दूली लोव़ शेंब बाक्‍ब।	यो व्‍यक्‍ति नै ख्रीष्‍ट विरोधी हो, किनभने त्‍यसले पिता र पुत्रलाई इन्‍कार गर्छ ।	1:1	length_only
1JN	2	23	सु सुमी “येसु ख्रीस्‍त परमप्रभु यावे आ तौ ममाइ” दे शेंनीमी, मेको इं आफ परमप्रभु यावे नु थुं का ङा मबाक्‍नीम। सु सुमी चहिं “येसु ख्रीस्‍त परमप्रभु यावे आ तौ बाक्‍ब” दे शेंनीमी, मेको इं आफ, परमप्रभु यावे नु थुं का ङा बाक्‍नीम।	पुत्रलाई इन्‍कार गर्ने कोहीसँग पनि पिता हुनुहुन्‍न; पुत्रलाई स्वीकार गर्नेसँग पिता पनि हुनुहुन्छ ।	2:1	length_only
1JN	2	24	मिनु इन ङोंइती रे नेंशो शेंतीके मिम्‍शा बाक्‍कीन।	तिमीहरूका हकमा, तिमीहरूले सुरुदेखि सुनेका कुरा तिमीहरूमा रहोस् ।	1:1	length_only
1JN	2	24	इन ङोंइती रे नेंशो शेंतीके मिम्‍शा बाक्‍तीनी हना, गेपुकी इं आफ, परमप्रभु यावे नु आ तौ नु थुं का ङा दुम्‍शा बाक्‍नीनी।	तिमीहरूले सुरुदेखि सुनेका कुरा तिमीहरूमा रहन्छ भने तिमीहरू पनि पिता र पुत्रमा रहन्‍छौ ।	1:1	length_only
1JN	2	25	परमप्रभु यावेमी “गो इन कली गेना हना यो ब्रोंइशा बाक्‍चा गेनुङ” देंशो बाक्‍ब।	उहाँले हामीलाई प्रतिज्ञा गर्नुभएको कुरा अर्थात् अनन्‍त जीवन यही हो ।	1:1	length_only
1JN	2	26	मुर का निक्‍शीमी इन कली दूली शेंनीमी। मोपतीके गो इन कली एको लोव़ ब्रेक्‍ताक्‍ङ।	तिमीहरूलाई बहकाउनेहरूको बारेमा मैले यी कुराहरू तिमीहरूलाई लेखिसकेको छु ।	2:1	length_only
1JN	2	27	येसु ख्रीस्‍तमी इन कली परमप्रभु यावे आ सोक्‍त गेप्‍तु। मिनु मेको गेपुकी नु बाक्‍ब।	तिमीहरूका हकमा, तिमीहरूले उहाँबाट पाएका अभिषेक तिमीहरूमा रहन्‍छ र तिमीहरूलाई सिकाउन कसैको आवश्‍यक पर्दैन ।	2:1	length_only
1JN	2	27	मेको परमप्रभु यावे आ सोक्‍त गेपुकी नु बाक्‍मेनु, अर्को शेंब ममाल्‍नीनी। परमप्रभु यावे आ सोक्‍तीमी इन कली नेल्‍ल शेंना शेंन बाक्‍ब।	तर उहाँको अभिषेकले नै तिमीहरूलाई सबै थोकहरूबारे सिकाउनुहुन्छ, अनि त्‍यो सत्‍य हो, झुटो होइन ।	2:1	length_only
1JN	2	27	मेको आ शेंशो थमा बाक्‍तीके जोल मदुम्‍ब। मेकोमी ङोंइती इन कली शेंशो टिशा, मेको नु थुं का ङा दुम्‍शा, बाक्‍कीन।	उहाँले तिमीहरूलाई सिकाउनुभएअनुसार, उहाँमा रहो ।	2:1	length_only
1JN	2	28	आं तमी तौपुकी, येसु ख्रीस्‍त नु थुं का ङा दुम्‍शा बाक्‍कीन। मेको यिमेनु, गोपुकी महिंब दुम्‍ने चाप्‍यल।	अब मेरा प्रिय बालकहरू हो, उहाँमा रहो, ताकि उहाँ प्रकट हुनुहुँदा हामीमा साहस होस्‌ र उहाँको आगमनमा उहाँको सामु लज्‍जित हुनु नपरोस्‌ ।	2:1	length_only
1JN	2	29	“येसु ख्रीस्‍त नेल्‍ल ठीक पाइब बाक्‍ब” दे तुइक्‍ताक्‍नी हना, सु सुम ठीक पाइनीमी, मेको नेल्‍ल परमप्रभु आ आलपुकी नमी, दे तुइक्‍नीनी।	यदि उहाँ धर्मी हुनुहुन्‍छ भनी तिमीहरूले जान्दछौ भने धार्मिक व्यवहार गर्ने हरेक उहाँबाट जन्मेको हो भन्‍ने तिमीहरूले जान्दछौ ।	1:1	length_only
1JN	3	1	इं आफोमी इं कली शुश दाक्‍शा “परमप्रभु यावे आ तमी तौ” दे नें वोइश्‍शो बाक्‍त। मिनु गोपुकी आ तमी तौ दुम्‍तय।	हेर, पिताले हामीलाई कस्तो किसिमको प्रेम दिनुभएको छ, कि हामीलाई परमेश्‍वरको सन्तान भनियोस् र हामी यही हौँ ।	2:1	length_only
1JN	3	1	मोपतीके रागी ङा मुरपुकीमी इं कली मतुइक्‍नीम। मारदे मतुइक्‍नीम देंशा हना, मेकोपुकीमी येसु ख्रीस्‍त कली यो मतुइक्‍नीम।	यसैकारण, संसारले हामीलाई चिन्दैन, किनकि संसारले उहाँलाई चिनेन ।	2:1	length_only
1JN	3	2	आं दाक्‍शो लोक्‍बपुकी, मुल गोपुकी परमप्रभु यावे आ आल दुम्‍तय। नोले गो दोदेंशो दुम्‍नया, मारेइ मतुइक्‍नय।	प्रिय हो, अब हामी परमेश्‍वरका सन्तानहरू हौँ, र हामी के हुनेछौँ भन्‍ने अझ पनि प्रकट गरिएको छैन ।	2:1	length_only
1JN	3	2	मिनु येसु ख्रीस्‍त ग्रूमेनु, गोपुकी मेको खोदेंशो दुम्‍नय। दोपा मेको खोदेंशो दुम्‍नय देंशा हना, गोपुकी मेको कली दोदेंशो बाक्‍मे, दे तशा, मेको खोदेंशो दुम्‍नय।	हामी जान्दछौँ, कि जब येशू देखा पर्नुहुनेछ, हामी उहाँजस्तै हुनेछौँ, किनकि उहाँजस्तो हुनुहुन्छ त्‍यस्तै हामी उहाँलाई देख्‍नेछौँ ।	2:1	length_only
1JN	3	3	मिनु सु मेको आ मग्रूम सम्‍म रिम्‍शा बाक्‍बा, मेको येसु ख्रीस्‍त पाप रे ङोन बाक्‍शो खोदेंशो पा, मेको यो पाप रे ङोन बाक्‍ब।	उहाँमा यो दृढता हुने हरेकले आफूलाई उहाँ जस्तो शुद्ध हुनुहुन्छ त्यस्तै शुद्ध पार्छ ।	1:1	length_only
1JN	3	4	मिनु सुम मरिम्‍शो पाइबा, मेकोमी परमप्रभु यावे आ अरेशो लोव़ मटीब। मरिम्‍शो मार बाक्‍ब देंशा हना, परमप्रभु यावे आ अरेशो लोव़ मटिचा मरिम्‍शो बाक्‍ब।	पाप गर्ने हरेकले व्यवस्था भङ्ग गर्छ, पाप व्यवस्था भङ्ग हो ।	2:1	length_only
1JN	3	5	मरिम्‍शो क्‍याम्‍चा कली येसु ख्रीस्‍त जाक्‍त, दे तुइक्‍नीनी। मिनु मेकोमी काइ मरिम्‍शो मपवा।	पापहरू हटाई लानलाई नै ख्रीष्‍ट प्रकट हुनुभयो भन्‍ने तिमीहरू जान्दछौ, र उहाँमा कुनै पाप छैन ।	2:1	length_only
1JN	3	6	सु चहिं मेको नु थुं का ङा दुम्‍शा बाक्‍बा, मेकोमी मरिम्‍शो मपाइब।	उहाँमा रहनेले पाप गर्दैन ।	1:1	length_only
1JN	3	6	सुम चहिं मरिम्‍शो पना पन बाक्‍बा, मेको येसु ख्रीस्‍त नु थुं का ङा मदुम्‍थु, मेको कली मतुइक्‍ब।	पाप गर्नेले न उहाँलाई देखेको छ न चिनेको नै हुन्छ ।	1:1	length_only
1JN	3	7	आं आइक्‍च आलपुकी, दूली लोव़ शेंब आन लोव़ मनेनीन।	प्रिय बालकहरू हो, तिमीहरूलाई कसैले नबहकाओस् ।	1:1	length_only
1JN	3	7	सुम ठीक गेय पाइबा, मेको मुर यो येसु ख्रीस्‍त खोदेंशो पा ठीक पाइब बाक्‍ब।	जस्तो ख्रीष्‍ट धर्मिक हुनुहुन्छ त्यस्तै धार्मिकता गर्ने नै धर्मी हो ।	1:1	length_only
1JN	3	8	सु चहिं मरिम्‍शो पना पन बाक्‍बा, मेको मुर सैतान रे जाक्‍शो बाक्‍ब।	जसले पाप गर्छ, त्यो शैतानको हो, किनभने शैतानले सुरुदेखि नै पाप गरेको छ ।	1:1	length_only
1JN	3	8	मारदे हना सैतान ङोंइती रे मरिम्‍शो पना पन बाक्‍शो बाक्‍ब। मोपतीके परमप्रभु यावे आ तौ सैतान आ गेय थुम्‍चा कली रागीमी जाक्‍त।	यसैकारण, परमेश्‍वरको पुत्र प्रकट हुनुभयो, ताकि उहाँले शैतानका कामहरू नष्‍ट गर्नुभएको होस् ।	2:1	length_only
1JN	3	9	मारदे पाप मपाइनीम देंशा हना, परमप्रभु आ थुं मेको आन थुंमी बाक्‍ब। मोपतीके परमप्रभु आ आलपुकीम पाप मपाइनीम।	जो परमेश्‍वरबाट जन्मेको छ त्यसले पाप गर्दैन, किनकि परमेश्‍वरको स्वभाव त्यसमा रहन्छ, र उसले पाप गर्न सक्दैन, किनकि त्यो परमेश्‍वरबाट जन्मेको हो ।	2:1	length_only
1JN	3	10	मिनु तेको मुर परमप्रभु यावे आ आल बाक्‍नीमी नु तेको मुर सैतान आ आल बाक्‍नीमी, दे तुंइ‍सीब।	यसैमा परमेश्‍वरका सन्तानहरू र शैतानका सन्तानहरू प्रकट गरिन्छन् ।	1:1	length_only
1JN	3	10	दोपा तुंइ‍सीब देंशा हना, सु सु ठीक गेय मपाइनीमी नु आ लोक्‍ब आन कली मदाक्‍नीमी, मेको परमप्रभु यावे आ आल मनमी। मेको सैतान आ आल बाक्‍नीम।	जसले धार्मिकता गर्दैन त्यो परमेश्‍वरको होइन, न आफ्नो भाइलाई प्रेम नगर्ने नै हो ।	2:1	length_only
1JN	3	11	मिनु इन ङोंइती रे नेंशो लोव़ मार बाक्‍त देंशा हना, गोपुकी दाक्‍मुचा माल्‍नय।	तिमीले सुरुदेखि सुनेको सन्देश यही नै हो, हामीले एक अर्कालाई प्रेम गर्नुपर्छ ।	1:1	length_only
1JN	3	12	काइन खोदेंशो दुम्‍चा मदुम्‍ब। काइनमी सैतान आ मुर दुम्‍शा, आ लोक्‍ब कली सदा बाक्‍त।	कयिनजस्तो होइन जो दुष्‍टको थियो र त्यसले आफ्नो भाइलाई मार्‍यो ।	2:1	length_only
1JN	3	12	काइनमी आ लोक्‍ब कली मारदे सदा बाक्‍त देंशा हना, आ थुं ङा गेय मरिम्‍शो बाक्‍माक्‍त।	अनि उसले आफ्नो भाइको हत्या किन गर्‍यो ?	1:1	length_only
1JN	3	12	आ लोक्‍ब आ गेय चहिं परमप्रभु यावे आ ङोंइती ठीक बाक्‍माक्‍त।	किनकि उसका कामहरू दुष्‍ट थिए र उसको भाइका काम धार्मिक थिए ।	1:1	length_only
1JN	3	13	आं लोक्‍बपुकी, रागी ङा मुरपुकीमी इन कली मदाक्‍थु श्‍येत गेमेनु, छक मलाक्‍कीन।	मेरा भाइहरू, यदि संसारले तिमीहरूलाई घृणा गर्छ भने तिमीहरू अचम्म नमान ।	1:1	length_only
1JN	3	14	गोपुकी बेक्‍तीक राज्‍य रे पा, ब्रोंइतीक राज्‍यमी बाक्‍नय। दोपा तुइक्‍नय देंशा हना, थमा सुइक्‍ब लोक्‍ब आन कली दाक्‍नय।	हामी जान्दछौँ, कि हामी मृत्यु पार गरेर जीवनमा सरेका छौँ, किनकि हामी दाजुभाइहरूलाई प्रेम गर्छौं ।	2:1	length_only
1JN	3	14	सुम चहिं मदाक्‍बा, मेको बेक्‍तीक राज्‍यमी बाक्‍ब।	जसले प्रेम गर्दैन, त्यो मृत्युमा रहन्छ ।	1:1	length_only
1JN	3	15	सुम थमा सुइक्‍ब लोक्‍ब आन कली मदाक्‍बा, मेको मुर साइक्‍ब बाक्‍ब।	जसले आफ्नो भाइलाई घृणा गर्छ त्यो हत्यारा हो ।	1:1	length_only
1JN	3	15	मिनु सुम थमा सुइक्‍ब लोक्‍ब आन कली साइक्‍बा, मेको गेना हना यो ब्रोंइशा बाक्‍चा मताइब, दे तुइक्‍नीनी।	अनि तिमीहरू जान्दछौ, कि कुनै पनि हत्यारासँग अनन्त जीवन हुँदैन ।	1:1	length_only
1JN	3	16	मिनु लोक्‍ब आन कली दाक्‍चा, दोपा तुंइ‍सीब देंशा हना, येसु ख्रीस्‍त इं कली दाक्‍शा, साइक्‍चा पुंइसाक्‍व।	यसैद्वारा हामी प्रेम थाहा पाउँछौँ, किनकि ख्रीष्‍टले हाम्रो निम्ति आफ्नो जीवन दिनुभयो ।	1:1	length_only
1JN	3	16	मिनु गोपुकीमी यो लोक्‍ब आन कली दाक्‍चा माल्‍नय। थमा सुइक्‍ब लोक्‍ब आन कली मबेक्या सम्‍म वारच पचा माल्‍नय।	हामीले पनि हाम्रा दाजुभाइहरूका निम्ति हाम्रो जीवन दिनुपर्छ ।	2:1	length_only
1JN	3	17	सुमी शुश शोंप थिशा यो, लोक्‍ब आन कली श्‍येत जशो तशा “गो मारेइ मगेनुङ” दे मिम्‍बा, मेको मुर आ थुं रे परमप्रभु यावे आ गेशो दाक्‍तीक सक्ति यो जाम्‍शा लाइब।	तर जससँग संसारका थोकहरू छन्, जसले आफनो भाइ खाँचोमा परेको देखेर पनि दयाको हृदय त्यसबाट बन्द गर्छ भने कसरी परमेश्‍वरको प्रेम त्यसमा रहन्छ ?	1:1	length_only
1JN	3	18	आं आइक्‍च आलपुकी, गोपुकी दाक्‍मुय। मिनु “इ कली दाक्‍नुङ” दे लोव़ पशा ममाइ, तन्‍न पतीकेमी दाक्‍मुचा माल्‍नय।	मेरा प्रिय बालकहरूल हो, हामी वचन र मुखले मात्र प्रेम नगरौँ, तर सत्यता र कामले प्रेम गरौँ ।	2:1	length_only
1JN	3	19	गोपुकी थमा पा दाक्‍शा, गेय पाइतय हना, इं थुंमी “थमा लां खोइक्‍ब नय” दे थमा पा तुइक्‍नय।	यसैद्वारा हामी सत्यका हौँ भन्‍ने जान्दछौँ र हाम्रो हृदयलाई उहाँको सामुन्‍ने निश्‍चय गर्छौं ।	1:1	length_only
1JN	3	20	मिनु इं थुंमी इं कली दोस गेप्‍तु हना, इं थुं क्‍येङा परमप्रभु यावे ठेयब बाक्‍ब। मिनु मेकोमी नेल्‍ल तुइक्‍ब।	किनकि यदि हाम्रो हृदयले हामीलाई दोष दिन्छ भने परमेश्‍वर हाम्रो हृदयभन्दा महान् हुनुहुन्छ, र उहाँले सबै थोक जान्‍नुहुन्छ ।	2:1	length_only
1JN	3	21	आं दाक्‍शो लोक्‍बपुकी, इं थुंमी इं कली दोस मगेप्‍तु हना, गोपुकी महिंथु, परमप्रभु यावे आ ङोंइती जाक्‍दीत्‍नय।	प्रिय हो, यदि हाम्रो हृदयले हामीलाई दोष दिँदैन भने हामी परमेश्‍वरप्रति दृढ छौँ ।	1:1	length_only
1JN	3	22	मिनु गो महिंथु पुंइतय हना, इं पुंइशो गेब। मारदे हना गोपुकी आ अरेशो लोव़ पशा, आ दाक्‍शो पाइनय।	अनि हामीले जे माग्छौँ त्यो हामी उहाँबाट पाउँछौँ, किनकि हामीले उहाँका आज्ञाहरू पालन गर्छौं र उहाँको दृष्‍टिमा असल हुने थोकहरू गर्छौं ।	2:1	length_only
1JN	3	23	मिनु आ अरेशो लोव़ मार बाक्‍ब देंशा हना, परमप्रभु यावे आ सोइश्‍शो येसु ख्रीस्‍त कली थमा सुइक्‍चा नु इं दातेमी दाक्‍मुचा इं कली अरेशो लोव़ बाक्‍ब।	अनि यो उहाँको आज्ञा हो, जस्तो उहाँले हामीलाई यो आज्ञा दिनुभयो, हामीले उहाँका पुत्र येशू ख्रीष्‍टको नाउँमा विश्‍वास गर्नुपर्छ र एक अर्कोलाई प्रेम गर्नुपर्छ ।	1:1	length_only
1JN	3	24	सुमी आ अरेशो लोव़ पाइबा, येसु नु थुं का ङा बाक्‍ब। मिनु येसु यो मेको मुर नु थुं का ङा बाक्‍ब।	जसले परमेश्‍वरका आज्ञाहरू पालन गर्छ, त्यो उहाँमा रहन्छ र परमेश्‍वर त्यसमा रहनुहुन्छ ।	2:1	length_only
1JN	3	24	परमप्रभु यावे नु गोपुकी थुं का ङा दुम्‍तय, दे दोपा तुइक्‍नय देंशा हना, मेकोमी गेशो सोक्‍तीमी शेंशो रे तुइक्‍नय।	अनि यसैद्वारा हामी जान्दछौ, कि हामीलाई दिनुभएको पवित्र आत्माद्वारा उहाँ हामीमा रहनुहुन्छ ।	1:1	length_only
1JN	4	1	आं दाक्‍शो लोक्‍बपुकी, शेंबपुकीमी शेंदमेनु, गेपुकीमी परमप्रभु यावे रे पा शेंनीमी देय मशेंनीमी मेको रुपीन। मारदे हना रागीमी शुश दूली पा, परमप्रभु यावे आ लोव़ पाइब बाक्‍नीम।	प्रिय हो, हरेक आत्मालाई विश्‍वास नगर, तर ती आत्माहरू परमेश्‍वरबाट आएका हुन् वा होइनन् भनी जाँच गर, किनभने धेरै झुटा अगमवक्‍ताहरू संसारमा आइसकेका छन् ।	2:1	length_only
1JN	4	2	परमप्रभु यावे आ सोक्‍त आ शेंतीके दोपा तुंइ‍सीब देंशा हना, सुमी “येसु ख्रीस्‍त परमप्रभु यावे आ सोइक्‍तीके रागीम जाक्‍त” देंबा, मेको मुर परमप्रभु यावे नु थुं का ङा बाक्‍ब।	यसैद्वारा तिमीहरूले परमेश्‍वरको आत्मालाई चिन्‍नेछौः येशू ख्रीष्‍ट शरीरमा आउनुभयो भनी स्वीकार गर्ने हरेक आत्मा परमेश्‍वरको हो ।	1:1	length_only
1JN	4	3	सुम चहिं “येसु परमप्रभु यावे आ सोइश्‍शो ममाइ” दे शेंबा, मेको परमप्रभु यावे नु थुं का ङा मबाक्‍ब। मेको येसु आ पर्बम दूली शेंब बाक्‍ब।	अनि येशूलाई स्वीकार नगर्ने हरेक आत्मा परमेश्‍वरको होइन ।	2:1	length_only
1JN	4	3	येसु आ पर्बम दूली शेंथ जाक्‍ब, दे नेंतीनी। मिनु मेको मुल रागीमी बाक्‍ब।	यो ख्रीष्‍ट विरोधी आत्मा हो, जुन तिमीहरूले संसारमा आउँदै छ भनी सुनेका छौ, र त्यो संसारमा अगिदेखि नै छ ।	2:1	length_only
1JN	4	4	आं आइक्‍च आलपुकी, गेपुकी परमप्रभु यावे नु थुं का ङा दुम्‍शा, मेको रागीमी बाक्‍ब दूली शेंब आन कली ग्रातीनी। मारदे हना रागी ङा मुर आन थुंमी बाक्‍शो दूली शेंब सोक्‍त क्‍येङा इन थुंमी बाक्‍ब परमप्रभु यावे आ सोक्‍त ठेयब बाक्‍ब।	मेरा प्रिय बालकहरू हो, तिमीहरू परमेश्‍वरका हौ, र तिमीहरूले ती आत्माहरूलाई जितेका छौ, किनभने तिमीहरूमा जो हुनुहुन्छ उहाँ संसारमा हुनेभन्दा महान् हुनुहुन्छ ।	2:1	length_only
1JN	4	5	मेको येसु ख्रीस्‍त आ पर्बम दूली शेंबपुकी रागी ङा मुर बाक्‍नीम। मोपतीके आन शेंतीके परमप्रभु यावे के ममाइ, रागी ङा बाक्‍ब।	ती आत्माहरू संसारका हुन्, यसकारण, तिनीहरूले भनेका कुराहरू संसारकै हुन्, र संसारले तिनीहरूको कुरा सुन्छ ।	2:1	length_only
1JN	4	6	गोपुकी चहिं परमप्रभु यावे नु थुं का ङा बाक्‍नय।	हामी परमेश्‍वरका हौँ ।	1:1	length_only
1JN	4	6	सुमी परमप्रभु यावे कली तुइक्‍बा, मेकोमी आंइ शेंशो टीब।	जसले परमेश्‍वरलाई चिन्छ, त्यसले हाम्रो कुरा सुन्छ ।	1:1	length_only
1JN	4	6	सु चहिं परमप्रभु यावे नु थुं का ङा मबाक्‍बा, मेकोम आंइ शेंशो मटीब।	जो परमेश्‍वरका होइनन्, त्यसले हाम्रो कुरा सुन्दैन ।	1:1	length_only
