suz_word	npi_word	frequency	sil_match_status
सुइक्‍ने	गर्छौ	3	not_in_SIL
मिनु	अथवा	3	disagree
दोशो	कति	3	agree
बाक्‍माक्‍त	रहेछ	3	not_in_SIL
इ	प्रकट	3	disagree
मेना	त्यस	3	agree
बाक्‍ङे	तँ	3	not_in_SIL
थुं	इच्छा	3	disagree
दाक्‍स	इन्कार	3	not_in_SIL
स्‍वर्ग	स्वर्गदूतहरूसँग	3	not_in_SIL
मबेक्‍नीम	मृत्यु	3	not_in_SIL
डांडामी	पहाडमा	3	not_in_SIL
कुल	रूप	3	disagree
खोदेंशो	परिवर्तन	3	disagree
बुश	चम्किलो	3	disagree
दाक्‍नीनी	चाहनुहुन्छ	3	not_in_SIL
नेनीने	सुन	3	not_in_SIL
कोव़ङमेनु	हेरे	3	not_in_SIL
डांडा	पहाडबाट	3	disagree
सास्‍त्रीपुकीमी	शास्‍त्रीहरू	3	not_in_SIL
सेल्‍ब	गर्नेछन्	3	not_in_SIL
मोदेंशो	त्यसै	3	disagree
बाक्‍नुङा	पुस्ता	3	not_in_SIL
आल	केटा	3	disagree
पा	कारण	3	disagree
याक्‍सो	जा	3	not_in_SIL
पुंइसीब	सुम्पिनेछन्	3	not_in_SIL
लेश्‍शा	गए	3	not_in_SIL
इस	तिम्रो	3	disagree
समुन्‍द्रमी	समुद्रको	3	not_in_SIL
खोइलीमी	खुट्टाले	3	not_in_SIL
मिक्‍चीमी	आँखाले	3	not_in_SIL
ओव़चा	गर्नु	3	disagree
आइक्‍च	घृणा	3	not_in_SIL
पाइबपुकी	दूतहरूले	3	not_in_SIL
का	विचार	3	disagree
यो	नाश	3	disagree
मरिम्‍शो	गल्ती	3	not_in_SIL
मुर	यो	3	disagree
दे	कर	3	disagree
आफ	पिताद्वारा	3	disagree
खेयप	पल्टसम्म	3	not_in_SIL
खुम्‍की	घुँडा	3	not_in_SIL
बाप्‍शा	गर्‍यो	3	not_in_SIL
जेल्‍खानम	झ्यालखानामा	3	not_in_SIL
मीश	उसकी	3	disagree
सेल्‍तीम्‍सी	बनाउनुभयो	3	not_in_SIL
पाइबा	गर्दछ	3	not_in_SIL
ग्‍युंबे	आफ्नी	3	not_in_SIL
आल	स-साना	3	disagree
आल	साना	3	disagree
माल्‍नेवे	गर	3	not_in_SIL
एको	येशूले	3	not_in_SIL
लोव़	भन्‍नुभएको	3	disagree
ओव़ने	प्रवेश	3	not_in_SIL
लूजे	सियोको	3	agree
लूजे	नाथ्रीबाट	3	disagree
ग्रीने	सजिलो	3	not_in_SIL
खोइक्‍तक	छौँ	3	not_in_SIL
ङोंइती	अहिले	3	disagree
मथिप्‍ब	नगरी	3	not_in_SIL
बाक्‍नी	छौ	3	not_in_SIL
गाल्‍च	ज्याला	3	not_in_SIL
नोले	अन्तमा	3	disagree
पा	म	3	disagree
शिशी	असल	3	disagree
दुम्‍नीम	हुनेछ	3	not_in_SIL
यरूसलेम	यरूशलेमतर्फ	3	not_in_SIL
लाइनय	जाँदै	3	not_in_SIL
कांटी	कोर्रा	3	disagree
राज्‍यम	राज्यमा	3	not_in_SIL
ग्‍युरा	दायाँ	3	not_in_SIL
पेरा	बायाँ	3	disagree
कचौरा	कचौराबाट	3	not_in_SIL
बाक्‍चा	बस्‍न	3	not_in_SIL
शेंसीब	अरू	3	disagree
वोइश्‍शा	तिनीहरूमाथि	3	not_in_SIL
गाक्‍बपुकीमी	भिडले	3	not_in_SIL
आंस	हाम्रा	3	disagree
नेक्‍था	पुग्‍नुभयो	3	not_in_SIL
चाइक्‍ब	मकहाँ	3	not_in_SIL
थित्‍नीसी	ल्याओ	3	not_in_SIL
दुम्‍चा	हुनलाई	3	not_in_SIL
बाक्‍तीके	तिमीकहाँ	3	disagree
पिन	आउँदै	3	not_in_SIL
वा	कपडाहरू	3	disagree
ठेयब	धन्यको	3	disagree
गे	विराजमान	3	disagree
कली	हुनुहुनेलाई	3	agree
खोल्‍शा	पल्टाइदिनुभयो	3	not_in_SIL
प्रोंइशा	तिनीहरूबाट	3	not_in_SIL
पशो	गरिएको	3	not_in_SIL
बाक्‍मेनु	गर्नुहुँदा	3	not_in_SIL
मुरपुकीमी	तिनीहरू	3	not_in_SIL
मतुइक्‍नीकी	थाहा	3	not_in_SIL
के	मानिसका	3	disagree
लाइनुङ	जानेछु	3	not_in_SIL
अङगुर	लगाए	3	not_in_SIL
बुम्‍था	दाख	3	not_in_SIL
अङगुर	दाख	3	not_in_SIL
सोइक्‍तीमी	नोकरहरू	3	not_in_SIL
तुप्‍मे	पिटे	3	not_in_SIL
कली	आदर	3	disagree
टीनीम	गर्नेछन्	3	not_in_SIL
गारमा	मारौँ	3	not_in_SIL
नेल्‍ल	उत्तराधिकार	3	disagree
ओदेंशो	के	3	disagree
फुल्‍लु	ढुङ्गालाई	3	agree
फुल्‍लु	ढुङ्गो	3	disagree
दुम्‍माक्‍त	बन्यो	3	not_in_SIL
लाक्‍चा	आश्‍चर्यपूर्ण	3	not_in_SIL
इं	तिनीहरूकै	3	disagree
सोइक्‍तीमी	भोजमा	3	not_in_SIL
लचा	आउन	3	disagree
शुक्‍शी	व्यवहार	3	not_in_SIL
कली	सक्‍ने	3	disagree
मरिम्‍शो	दुष्‍टता	3	not_in_SIL
सिजर	कैसरका	3	not_in_SIL
बेक्‍त	मर्‍यो	3	not_in_SIL
भोग्‍यु	पत्‍नीलाई	3	not_in_SIL
वोंइसीशा	विवाह	3	not_in_SIL
कामी	पहिलोले	3	not_in_SIL
सक्ति	शक्‍तिलाई	3	not_in_SIL
मपाइनीम	गर्दछन्	3	not_in_SIL
परमप्रभु	हुनुहुन्‍न	3	not_in_SIL
आन	चुप	3	disagree
दाक्‍चा	गर्नू	3	not_in_SIL
मपने	गर	3	not_in_SIL
दाक्‍नीम	चाहन्छन्	3	not_in_SIL
कली	भनी	3	disagree
का	समुद्र	3	disagree
नरक	पुत्र	3	not_in_SIL
चढ़ेतीके	वेदी	3	disagree
जाइबमी	खान्छ	3	not_in_SIL
जशो	खान्छ	3	not_in_SIL
ठीक	व्यवस्थाका	3	not_in_SIL
बोस	भित्रपट्टि	3	disagree
युइ	सन्तान	3	disagree
बुस्‍स	सर्पहरू	3	not_in_SIL
कोर्रामी	कोर्रा	3	not_in_SIL
हुशेमी	रगत	3	not_in_SIL
एको	यसै	3	not_in_SIL
लमेनु	जानुभयो	3	not_in_SIL
खिं	मन्दिरका	3	disagree
फुल्‍लु	ढुङ्गामाथि	3	agree
दुम्‍बा	हुनेछन्	3	not_in_SIL
जाक्‍ची	आगमन	3	not_in_SIL
ब्रशा	आउनेछन्	3	not_in_SIL
पाइनीम	हुनेछ	3	not_in_SIL
साइक्‍नीम	मार्नेछन्	3	not_in_SIL
आ	अगमवक्‍ताले	3	disagree
ग्‍येत्‍थ	पहाडहरूतिर	3	not_in_SIL
प्रोक्‍मल	लिन	3	not_in_SIL
तूब	हाय	3	not_in_SIL
हिउंदमी	हिउँदमा	3	not_in_SIL
मदुम्‍ल	नपरोस्	3	not_in_SIL
नाक्‍त	दिनहरू	3	agree
छक	झुटा	3	not_in_SIL
इन	अगाडि	3	disagree
देंतेक्‍म	भनेर	3	not_in_SIL
मसुतीन	नगर	3	not_in_SIL
तांइसीब	देखा	3	not_in_SIL
सोइक्‍ब	पठाउनुहुनेछ	3	not_in_SIL
रवा	हाँगाहरू	3	disagree
मनुप्‍थु	पुस्ता	3	not_in_SIL
मनुप्‍थु	बितेर	3	not_in_SIL
लाइनीम	जानेछ	3	not_in_SIL
यावे	पितालाई	3	not_in_SIL
जन	खाँदै	3	not_in_SIL
पुंइसीब	लगिनेछ	3	not_in_SIL
वोइक्‍चा	छोडिनेछ	3	not_in_SIL
गेना	कुन	3	disagree
जिम्‍मा	जिम्मा	3	not_in_SIL
गेब	दिनेछ	3	not_in_SIL
होव़प	नोकरले	3	disagree
मिम्‍शा	भन्दछ	3	not_in_SIL
मिनु	मालिकले	3	disagree
ग्‍युम्‍ले	दुलहालाई	3	not_in_SIL
निप्‍स	निर्बुद्धि	3	not_in_SIL
निप्‍स	बुद्धिमती	3	not_in_SIL
मजाक्‍दीप्‍ब	तेल	3	not_in_SIL
दाइश्‍शा	दिएर	3	not_in_SIL
नेनीने	भन्‍दछु	3	not_in_SIL
टलेन्‍त	सिक्‍का	3	not_in_SIL
देंमेनु	उसले	3	not_in_SIL
हजुर	मालिक	3	not_in_SIL
गेतीनी	दिनुभएको	3	not_in_SIL
मुल	हेर्नुहोस्	3	disagree
वा	पाउने	3	disagree
रोइक्‍चा	खोसिनेछ	3	not_in_SIL
पेरा	बायाँपट्टि	3	disagree
गेतीनी	दियौ	3	not_in_SIL
दाक्‍ङानु	थिएँ	3	not_in_SIL
फेक्‍चा	परदेशी	3	not_in_SIL
गेना	हामीले	3	disagree
तूतू	तिर्खाएको	3	not_in_SIL
मेकोपुकी	यिनीहरू	3	not_in_SIL
थुम्‍शा	भनिसक्‍नुभएपछि	3	not_in_SIL
जोक्‍ब	मानिसहरूका	3	not_in_SIL
क्‍येट	बहुमूल्य	3	not_in_SIL
ब्रोव़शो	सिङ्गमरमरको	3	disagree
तुइश्‍शा	जानेर	3	not_in_SIL
रां	शरीरमाथि	3	agree
तेल	गरिन्	3	disagree
येसु	इस्करियोत	3	not_in_SIL
रे	बेलादेखि	3	disagree
वारच	हातमा	3	disagree
शेंबमी	भन्‍नुहुन्छ	3	not_in_SIL
नु	चेलाहरूसँगै	3	agree
वारच	दिनेछ	3	disagree
पर्बमी	बारेमा	3	not_in_SIL
ग्‍याइक्‍चा	धोका	3	not_in_SIL
देंमेनु	भन्‍नुभयो	3	not_in_SIL
मेरे	फेरि	3	not_in_SIL
जैतून	उहाँहरू	3	not_in_SIL
खेयप	मलाई	3	not_in_SIL
सम्‍म	पल्ट	3	not_in_SIL
काथा	तपाईंसँगै	3	not_in_SIL
शेंसीब	चेलाले	3	disagree
इच्‍का	अलि	3	not_in_SIL
आइक्‍ची	पर	3	not_in_SIL
मदुम्‍ल	होइन	3	not_in_SIL
इप्‍शो	सुतिरहेको	3	not_in_SIL
इन	तपाईंकै	3	disagree
यहूदामी	ऊ	3	not_in_SIL
ग्रि	प्रहार	3	disagree
तरवार	के	3	not_in_SIL
कोक्‍के	तिमीहरू	3	disagree
पाइब	अगमवक्‍ताहरूले	3	not_in_SIL
ओव़शा	भित्र	3	not_in_SIL
मार	कस्तो	3	disagree
चढ़ेबमी	पुजारी	3	not_in_SIL
देंशो	दिइरहेका	3	not_in_SIL
मेरे	उसो	3	not_in_SIL
खाक्‍शा	च्याते	3	not_in_SIL
तोक्‍तमे	थुके	3	not_in_SIL
पत्रुस	दासी	3	not_in_SIL
मार	बारेमा	3	disagree
गाक्‍ब	देखी	3	not_in_SIL
बाक्‍ब	भएकाहरूलाई	3	not_in_SIL
नासरथ	नासरतको	3	not_in_SIL
जशा	खाँदै	3	not_in_SIL
ओंथ	उभिरहेका	3	disagree
बाक्‍ङे	हौ	3	not_in_SIL
ङाक्‍माक्‍त	धुरुधुरु	3	not_in_SIL
ङाक्‍माक्‍त	रोए	3	not_in_SIL
पामे	रचे	3	not_in_SIL
खाल्‍पा	एल्डरहरूलाई	3	not_in_SIL
रिम्‍शो	निर्दोष	3	not_in_SIL
आन	मन्दिरमा	3	disagree
रू	जमिनलाई	3	disagree
साइ	अगमवक्‍ताले	3	disagree
रू	जमिनको	3	disagree
मेकोमी	हाकिमले	3	not_in_SIL
आंमा	त्यसो	3	disagree
मुरुमी	भने	3	not_in_SIL
कली	कसलाई	3	agree
मपाइब	निर्दोष	3	not_in_SIL
नेल्‍ल	पानी	3	disagree
बारब्‍बा	छोडिदिए	3	not_in_SIL
चाक्‍दीश्‍शा	लगे	3	not_in_SIL
लल	लाल	3	disagree
थेक्‍शा	टेके	3	not_in_SIL
गे	टाँगिएका	3	disagree
मुर	भएर	3	disagree
जाक्‍शा	यसो	3	not_in_SIL
प्रोंइन	बचायो	3	not_in_SIL
रे	भनेको	3	disagree
बजे	दिउँसो	3	not_in_SIL
ग्‍युरशो	अमिलो	3	not_in_SIL
जाक्‍बा	आउँछन्	3	not_in_SIL
आगा	पर्दा	3	disagree
रे	भाग	3	disagree
सम्‍म	भएर	3	not_in_SIL
वारच	हेरचाह	3	disagree
बाक्‍मा	हेरिरहेका	3	not_in_SIL
योसेफमी	योसेफले	3	not_in_SIL
बुश	मलमलको	3	disagree
फुल्‍लुमी	ढुङ्गा	3	not_in_SIL
अर्को	अर्की	3	not_in_SIL
नोले	चेलाहरू	3	disagree
सेंसाक्‍व	हुनुभएको	3	not_in_SIL
फुल्‍लुमी	ढुङ्गामा	3	not_in_SIL
खाल	पहरेदारहरू	3	disagree
मरीयम	गरेकी	3	not_in_SIL
आ	स्वर्गदूत	3	disagree
बुबु	सेतो	3	not_in_SIL
मार	भएका	3	disagree
सम्‍म	यही	3	not_in_SIL
११	एघार	3	not_in_SIL
आन	उनीहरूकहाँ	3	disagree
मेको	पालन	3	not_in_SIL
ब्‍वाक्‍कुम	पश्‍चात्तापको	3	not_in_SIL
माले	सलहहरू	3	disagree
जुत्ता	फित्ता	3	not_in_SIL
प्रुइक्‍चा	फुकाल्न	3	not_in_SIL
ख्रुम्‍ब	बप्‍तिस्मा	3	not_in_SIL
मेना	दिनहरूमा	3	disagree
बाक्‍त	लिनुभयो	3	not_in_SIL
जाक्‍त	छ	3	not_in_SIL
नाइक्‍तीक	शबाथ-दिनमा	3	not_in_SIL
पमुया	सरोकार	3	not_in_SIL
तशा	भन्‍न	3	not_in_SIL
पाइश्‍शो	एउटा	3	not_in_SIL
लोव़	समाचार	3	disagree
लमाक्‍त	फैलियो	3	not_in_SIL
चाक्‍ग्‍मे	उहाँकहाँ	3	not_in_SIL
रोइ	रोगी	3	disagree
रां	आफैँलाई	3	disagree
मचबा	सक्‍नुभएन	3	not_in_SIL
ङोंइती	नजिक	3	disagree
क्‍याम्‍ने	क्षमा	3	not_in_SIL
तुइश्‍शा	सोचिरहेका	3	not_in_SIL
गाक्‍माक्‍त	गयो	3	not_in_SIL
लेवी	लेवी	3	not_in_SIL
जन	हुनुहुन्थ्यो	3	not_in_SIL
पापीपुकी	पापीहरू	3	not_in_SIL
डाक्‍टर	वैद्यको	3	not_in_SIL
बाला	बाला	3	not_in_SIL
बाक्‍ब	बनाइएको	3	not_in_SIL
ओव़माक्‍त	जानुभयो	3	not_in_SIL
कोव़शा	तिनीहरूतिर	3	not_in_SIL
शुश	तिनीहरूले	3	disagree
खिं	परिवारले	3	disagree
जाक्‍मा	आए	3	not_in_SIL
नेक्‍था	वरिपरि	3	not_in_SIL
लोक्‍ब	बहिनीहरू	3	not_in_SIL
शेंदा	सिकाउँदै	3	not_in_SIL
गेडा	छर्दा	3	disagree
कथा	दृष्‍टान्तको	3	not_in_SIL
शोक्‍बमी	छर्नेले	3	not_in_SIL
शोक्‍शो	छरिएका	3	not_in_SIL
नेंशा	सुन्छन्	3	not_in_SIL
शुश	समयसम्म	3	disagree
मिम्‍शा	फिक्री	3	not_in_SIL
नोफा	ध्यान	3	disagree
नेनीने	देओ	3	not_in_SIL
जाक्‍दीय्‍य	जाऔँ	3	not_in_SIL
गिवार	चल्न	3	not_in_SIL
फश	थाल्यो	3	disagree
जाक्‍दीम्‍मा	क्षेत्रमा	3	not_in_SIL
ब्रीशो	लागेको	3	not_in_SIL
कली	वशमा	3	disagree
गार	चोट	3	disagree
सेंदामी	भन्यो	3	not_in_SIL
ओव़चा	पस्‍न	3	agree
लशा	पसे	3	not_in_SIL
निश्‍शो	बसिरहेको	3	not_in_SIL
बाक्‍चा	आउन	3	not_in_SIL
मगेथु	दिनुभएन	3	not_in_SIL
रिम्‍शो	निम्ति	3	not_in_SIL
पवा	गर्नुभएका	3	not_in_SIL
याइरस	याइरस	3	not_in_SIL
थेक्‍शा	परे	3	not_in_SIL
कोव़शा	भन्‍नुभयो	3	not_in_SIL
बाक्‍त	हेर्नुभयो	3	not_in_SIL
बाप्‍शा	घोप्टो	3	not_in_SIL
शोव़ङा	बताइन्	3	not_in_SIL
बाक्‍को	जाऊ	3	not_in_SIL
रोइ	रोगबाट	3	disagree
आ	अगुवाको	3	disagree
पा	अर्थात्	3	disagree
आल	बालिका	3	disagree
आफ	बाबु	3	agree
शेंन	शिक्षा	3	not_in_SIL
झोला	न	3	not_in_SIL
नेंना	सुने	3	not_in_SIL
लोक्‍ब	भाइकी	3	not_in_SIL
साइक्‍पाइक्‍चा	मार्न	3	not_in_SIL
आल	केटीलाई	3	disagree
लोव़	शपथ	3	disagree
पुना	चाहन्छु	3	not_in_SIL
देंने	इन्कार	3	not_in_SIL
जाक्‍मा	वरिपरि	3	not_in_SIL
मबाक्‍तीके	निर्जन	3	not_in_SIL
नु	तिनीहरूसँग	3	agree
श्‍येत	गाह्रो	3	not_in_SIL
ते	जहाँ-जहाँ	3	disagree
बाक्‍त	हुन्थे	3	not_in_SIL
नित्‍तीके	बस्‍ने	3	disagree
देंशो	आज्ञालाई	3	not_in_SIL
साइक्‍चा	मारिनेछ	3	not_in_SIL
मुर	त्यस्तो	3	disagree
मुर	भित्रबाट	3	disagree
जोल	धोखा	3	disagree
बाक्‍ब	आउँछन्	3	not_in_SIL
नेंशा	सुनिन्	3	not_in_SIL
इ	तिम्री	3	disagree
मनेंब	सुन्‍न	3	not_in_SIL
लें	जिब्रो	3	agree
मशेंदीने	नभन्‍नू	3	not_in_SIL
दोपा	कहाँ	3	disagree
जशा	खाएर	3	not_in_SIL
डालो	रोटीका	3	not_in_SIL
मुलाक्‍त	यो	3	disagree
शेंसीबपुकी	उहाँहरू	3	not_in_SIL
निक्‍शीमी	अरूहरूले	3	not_in_SIL
गेपुकी	तिमीहरूचाहिँ	3	agree
सेंसीब	उठ्नेछ	3	not_in_SIL
नु	पवित्र	3	agree
छेङछेङ	महिमामा	3	disagree
जाक्‍मेनु	आउँदा	3	not_in_SIL
बाक्‍त	परे	3	not_in_SIL
पत्रुसमी	जवाफ	3	not_in_SIL
रे	उठ्नु	3	disagree
देंशो	अर्थ	3	not_in_SIL
लोव़सी	बहस	3	disagree
पुंइता	गरेँ	3	not_in_SIL
थमा	अविश्‍वासी	3	disagree
गेना	कति	3	disagree
थमा	अविश्‍वासमा	3	disagree
जाक्‍शो	आइरहेको	3	not_in_SIL
मरुप्‍मे	बुझेनन्	3	not_in_SIL
शेंसीब	बाह्र	3	disagree
नेल्‍ल	कोही	3	disagree
ब्राइब	ग्रहण	3	not_in_SIL
तेक्‍तु	ठेस	3	not_in_SIL
तेक्‍तु	लगाउँछ	3	not_in_SIL
मारदे	दुईवटा	3	disagree
निम्‍फा	लिएर	3	not_in_SIL
खिंमी	घरभित्र	3	not_in_SIL
गेमी	दिनुभयो	3	not_in_SIL
नेल्‍ल	पालन	3	disagree
लोव़	भनाइको	3	disagree
सु	कसले	3	disagree
खिं	घरहरू	3	agree
गाक्‍मानु	हुनुहुन्थ्यो	3	not_in_SIL
हिंमा	डराएका	3	not_in_SIL
ख्रुम्‍चा	बप्‍तिस्मा	3	not_in_SIL
मदुम्‍ब	हुनेछैन	3	not_in_SIL
कली	धेरैको	3	disagree
मताइबमी	मानिसले	3	not_in_SIL
मिनु	उनीहरूलाई	3	disagree
ङोंइती	अगिअगि	3	disagree
जाक्‍चशो	आउने	3	not_in_SIL
नेन्‍मे	सुने	3	not_in_SIL
ति	सम्झे	3	disagree
माफ	पापहरू	3	not_in_SIL
रे	मानिसहरूबाट	3	agree
देनीन	देओ	3	not_in_SIL
तुप्‍शा	पिटे	3	not_in_SIL
का	अझै	3	disagree
अरु	अरूहरूलाई	3	not_in_SIL
ताइश्‍शो	निर्माणकर्ताहरूले	3	not_in_SIL
दुम्‍माक्‍त	भएको	3	not_in_SIL
मकोव़थु	भेदभाव	3	not_in_SIL
देनार	सिक्‍का	3	not_in_SIL
सु	कसको	3	agree
सेंसीशा	उठ्नेछन्	3	not_in_SIL
ममाइ	हुनुहुन्‍न	3	disagree
रुप्‍तीक	सारा	3	not_in_SIL
बाक्‍माक्‍त	दिनुभयो	3	not_in_SIL
भोजमी	भोजहरूमा	3	not_in_SIL
वोंइश	विधवाहरूको	3	disagree
मुर	मानिसहरूले	3	agree
मुरुमी	मानिसहरूले	3	not_in_SIL
कली	पहिले	3	disagree
लोव़	बोल्नुपर्ने	3	disagree
मेकोपुकी	त्यो	3	not_in_SIL
नाक्‍त	दिनलाई	3	agree
सरीङमी	स्वर्गमा	3	not_in_SIL
गोस्‍सुमी	बादलमा	3	not_in_SIL
रवा	रुखबाट	3	agree
आं	त्यसकारण	3	disagree
पियामी	टाउकोमा	3	not_in_SIL
निक्‍शीमी	कोही-कोही	3	not_in_SIL
रिम्‍शो	सुन्दर	3	not_in_SIL
रागीम	सारा	3	not_in_SIL
पास्‍सा	निस्तारको	3	not_in_SIL
साचा	तयारी	3	agree
कोठा	कोठा	3	not_in_SIL
यो	जसद्वारा	3	disagree
आब्‍बा	अब्बा	3	not_in_SIL
चाप्‍नीनी	छ	3	not_in_SIL
जाक्‍शा	आउनुभयो	3	not_in_SIL
मारेइ	तिनीहरूले	3	disagree
येसु	आयो	3	not_in_SIL
चढ़ेब	पुजारीका	3	not_in_SIL
हना	उसले	3	disagree
शिश्रा	नाङ्गै	3	disagree
माल्‍मे	खोजिरहेका	3	not_in_SIL
मुरुमी	विरुद्धमा	3	not_in_SIL
ममाइ	यसले	3	disagree
नेंतक	सुन्यौँ	3	not_in_SIL
गुइमी	हातद्वारा	3	not_in_SIL
यावे	गवाहीको	3	not_in_SIL
साइक्‍चा	मृत्युको	3	not_in_SIL
खेयप	दोस्रो	3	not_in_SIL
खेयप	चोटि	3	not_in_SIL
पिलातस	पिलातसलाई	3	not_in_SIL
लाक्‍माक्‍त	परे	3	not_in_SIL
रेयके	चिच्‍च्याए	3	disagree
क्‍येप्‍शा	टाँग्‍नुहोस्	3	not_in_SIL
गेचा	गरेको	3	not_in_SIL
फेक्‍तीक	बैजनी	3	not_in_SIL
सेल्‍शा	बनाएर	3	not_in_SIL
९	तेस्रो	3	not_in_SIL
बजे	घडीमा	3	not_in_SIL
रुम्‍सीब	हुन्छ	3	not_in_SIL
पा	कि	3	disagree
सेंसीशा	उठ्नुभएपछि	3	not_in_SIL
थुम्‍शा	बोलिसक्‍नुभएपछि	3	not_in_SIL
एलीशीबा	एलीशिबा	3	not_in_SIL
ग्रूशा	परे	3	not_in_SIL
मेको	स्वर्गदूतलाई	3	not_in_SIL
ठीक	त्यसो	3	not_in_SIL
नासरथ	नासरतमा	3	not_in_SIL
दाक्‍शा	निगाह	3	not_in_SIL
ठेयब	सर्वोच्‍चका	3	disagree
मबाक्‍ब	हुनेछैन	3	not_in_SIL
दुम्‍ती	हुँ	3	not_in_SIL
रागी	देशको	3	agree
कोव़ज	गर्भमा	3	not_in_SIL
सेंदा	आवाजले	3	disagree
मरीयम	भनिन्	3	not_in_SIL
आसीक	धन्यकी	3	disagree
ताइब	हौ	3	not_in_SIL
ग्‍येरसीनुङ	आनन्दित	3	not_in_SIL
नङ	अवस्थामा	3	not_in_SIL
मेकोमी	उहाँका	3	not_in_SIL
ग्‍येरसमा	आनन्दित	3	not_in_SIL
आल	जन्मेको	3	disagree
८	आठौँ	3	not_in_SIL
तौ	बालक	3	disagree
शिशी	कृपाद्वारा	3	disagree
बेक्‍पाइक्‍ब	मृत्युको	3	not_in_SIL
आन	मानिसहरूमाथि	3	disagree
लमाक्‍त	गए	3	not_in_SIL
बाक्‍त	राखिन्	3	not_in_SIL
बाक्‍मा	बसिरहेका	3	not_in_SIL
मिनु	एक्‍कासि	3	disagree
आल	जन्म	3	disagree
दोपा	दिइएको	3	disagree
पाइब	एउटा	3	not_in_SIL
दाक्‍शो	प्रसन्‍न	3	not_in_SIL
सहर	दिनहरू	3	disagree
चढ़ेचा	बलिदान	3	disagree
बाक्‍त	ल्याइयो	3	not_in_SIL
आम	आमाबुबा	3	agree
ओंथ	क्षेत्रहरूमा	3	disagree
रिम्‍शो	राम्रा	3	not_in_SIL
जुत्ता	जुत्ताको	3	not_in_SIL
गेशा	दिँदै	3	not_in_SIL
बाक्‍त	ओर्लनुभयो	3	not_in_SIL
योसेफ	लेवी	3	not_in_SIL
मत्‍थाथीयास	मत्ताथियासका	3	not_in_SIL
ब्रीशा	भरिएर	3	not_in_SIL
इर	उच्‍च	3	disagree
इर	स्थानमा	3	disagree
नेल्‍ल	सबैमाथि	3	agree
बाक्‍त	लगेर	3	not_in_SIL
इ	तपाईंको	3	disagree
लशा	प्रवेश	3	not_in_SIL
पाइब	सेवकलाई	3	not_in_SIL
मुर	उखान	3	disagree
थमा	तर	3	disagree
हना	पर्दा	3	disagree
मीश	विधवाहरू	3	disagree
रागी	सहरको	3	disagree
छक	आश्‍चर्य	3	not_in_SIL
सोइश्‍शो	पठाइएको	3	not_in_SIL
मुरपुकीमी	समयमा	3	not_in_SIL
ङोंइती	घोप्‍टो	3	disagree
बाप्‍शा	परेर	3	not_in_SIL
आ	भनी	3	disagree
शेंबपुकी	शिक्षकहरू	3	not_in_SIL
कुरशा	बोकेर	3	not_in_SIL
येसु	कारणले	3	not_in_SIL
बोक्‍शा	उठेर	3	not_in_SIL
बोक्‍शा	उठ	3	not_in_SIL
नेल्‍ले	सबै	3	not_in_SIL
पा	भरिएर	3	disagree
प्रोंइशा	छाडेर	3	not_in_SIL
काथा	चेलाहरूसँग	3	not_in_SIL
ममाल्‍नीम	आवश्यकता	3	not_in_SIL
फरिसी	फरिसीहरूका	3	not_in_SIL
जन्‍ती	विवाह	3	not_in_SIL
जन्‍ती	भोजमा	3	not_in_SIL
यावे	गरिएको	3	not_in_SIL
शोब्‍ले	रोटीबाट	3	not_in_SIL
नाक्‍ती	दिनको	3	not_in_SIL
नाइक्‍तीक	विश्राममा	3	not_in_SIL
देंशा	थिएः	3	not_in_SIL
जाक्‍शो	बासिन्दाहरू	3	not_in_SIL
जाक्‍मा	आएका	3	not_in_SIL
मेको	शक्‍ति	3	not_in_SIL
ग्‍येरसीने	धन्य	3	not_in_SIL
के	तिमीहरूकै	3	disagree
मान	प्रशंसा	3	not_in_SIL
आन	गरेका	3	disagree
पापीपुकीमी	पापीहरूले	3	not_in_SIL
कली	गर्नेहरूलाई	3	agree
पाइनीम	दिन्छन्	3	not_in_SIL
कली	फिर्ता	3	disagree
दाक्‍तीन	गर	3	not_in_SIL
कसीङगर	कसिङ्गर	3	not_in_SIL
थुं	आफ्नो	3	disagree
नेंशा	आउँछ	3	not_in_SIL
नेल्‍ल	तुरुन्तै	3	disagree
सहरम	प्रवेश	3	not_in_SIL
शिरशो	योग्यका	3	agree
ग्रुम्‍तीक	सभाघर	3	not_in_SIL
बाक्‍त	बताइदिए	3	not_in_SIL
आस	दिएर	3	disagree
मिक्‍च	बाटो	3	not_in_SIL
लनी	गयौ	3	not_in_SIL
ताइतीनी	छ	3	not_in_SIL
फरिसी	व्यवस्थाका	3	not_in_SIL
बाक्‍त	थिएनन्	3	not_in_SIL
खोदेंशो	क्षेत्रमा	3	disagree
हिशेक	विलाप	3	not_in_SIL
यावे	बुद्धि	3	not_in_SIL
खोइल	पाउमा	3	disagree
आस	जनालाई	3	disagree
नाइश्‍शा	शान्तिसँग	3	not_in_SIL
बाक्‍माक्‍त	भनिन्थ्यो	3	not_in_SIL
जुक्‍शो	मानिसहरूजस्ता	3	not_in_SIL
जुक्‍शो	बिउ	3	not_in_SIL
जचा	सुख	3	disagree
खिं	उसले	3	disagree
नेल्‍लेम	सबैले	3	not_in_SIL
येसु	येशूकी	3	not_in_SIL
रिम्‍शा	पर्खिरहेका	3	not_in_SIL
बर्स	समयदेखि	3	disagree
सेंदा	स्वरमा	3	agree
