suz_word	npi_word	frequency
दुम्‍तीकेमी	जीवनले	1
इर	न	1
ङामी	उचाइले	1
रागीम	गहिराइले	1
दाक्‍शो	प्रेमबाट	1
फ्राने	अलग	1
मचाप्‍नीम	सक्छ	1
सोक्‍तमी	ढाँट्‌दिनँ	1
सोक्‍तमी	मसँगै	1
दो	असाध्य	1
पङ	कष्‍ट	1
पङ	अटुट	1
खुरसाक्‍यी	पीडा	1
खिं	गर्थें	1
रशा	जातिका	1
रशा	होऊँ	1
पुंइसीचा	गरिऊँ	1
इस्राएली	इस्राएलीहरू	1
छेङछेङम	धर्मपुत्र	1
कबल	करारहरू	1
तुइक्‍पाइश्‍शो	उपहार	1
पशो	उनीहरूकै	1
तुइश्‍शो	आउनुभएका	1
पिपी	तिनीहरूकै	1
पय	भइरहोस्	1
मलीब	चुकेकोजस्तो	1
हना	साँचो	1
युइ	सन्तानहरू	1
लील	भनिनेछन्	1
अब्राहाम	शरीरबाट	1
खिंम	जन्मेका	1
जरमेशा	सन्तानहरू	1
मपुंइसम	होइनन्	1
बाक्‍नीम	गनिन्छन्	1
बर्स	यही	1
सारामी	आउनेछु	1
सारामी	सारालाई	1
थिवानु	रिबेका	1
जौंले	भएपछि–	1
जरमेचा	जन्मेका	1
योव़शो	कर्महरूका	1
योव़शो	बोलाउनुहुनेको	1
योव़ङा	चुनाउअनुसार	1
।	ठहरियोस्	1
ममाइ	भनियो	1
दाग्‍युमी	जेठोले	1
लोक्‍ब	कान्छोको	1
दाक्‍ताक्‍ङ	गरेँ	1
मदाक्‍तु	गरेँ	1
मपवा	अधार्मिकता	1
दाक्‍ङा	चाहन्छु	1
दाक्‍ताक्‍व	गर्नेको	1
पाइ‍ब	दौडनेको	1
पाइ‍ब	देखाउनुहुने	1
फाराओ	फारोलाई	1
यावेमी	यही	1
फाराओ	उद्देश्यको	1
तशा	प्रदर्शन	1
वोइक्‍ता	गरियोस्	1
मटिपाइक्‍चा	इच्छा	1
मटिपाइक्‍ब	बनाउनुहुन्छ	1
पाप्‍तु	भन्‍नेछौ	1
दुम्‍बा	भेट्टाउनुहुन्छ	1
दोस	जवाफहरू	1
सेल्‍चा	थोकले	1
सेल्‍ब	दिनेलाई	1
ओपा	यस्तो	1
सेल्‍यी	बनाएको	1
खप	कुमालेसित	1
के	माटोको	1
ग्‍योंब	डल्लोबाट	1
तोक्‍तीके	दैनिक	1
मचाप्‍बा	अधिकार	1
फाल्‍शो	भाँडाहरूलाई	1
फाल्‍शो	धैर्यसाथ	1
फाल्‍शो	सहिरहने	1
दुम्‍पाइक्‍ब	गरिरहनुभएको	1
कोंइचा	पहिलेबाट	1
योव़तीमी	पार्नुभएको	1
पशा	भाँडाहरूमाथि	1
रागी	बोलाउनुभएकाहरूका	1
मतुइक्‍ब	होशेको	1
होसेमी	पुस्तकमा	1
रागीमी	भनियो	1
मबाक्‍म	होइनौ	1
पुंइसीनीम	भनिनेछन्	1
ङा	सन्तानहरूको	1
मुरपुकी	सङ्ख्या	1
बाल्‍वा	बालुवाजत्ति	1
यो	बचाइएकाहरू	1
तौ	छोड्नुभएको	1
मयोव़शो	थिएन	1
गोमोररा	गमोराजस्ता	1
”	थियौँ	1
दुम्‍चा	पछ्याइरहेका	1
जाक्‍त	धार्मिकता	1
इस्राएलीपुकीमी	इस्राएलीहरू	1
मचबेम	आइपुगेनन्	1
मचबेम	पाएनन्	1
ममालेम	खोजेनन्	1
दुम्‍चा	कर्मद्वारा	1
फुल्‍लुमी	खाए	1
सियोनम	जस्‍तो	1
वोइक्‍नुङ	चोट	1
पपाइक्‍ब	राख्‍दै	1
खतम	लज्‍जित	1
मसुइक्‍ब	हृदयको	1
पुंइना	उद्धारको	1
माल्‍नीम	जोस	1
रुप्‍तीक	ज्ञानअनुसार	1
मरुबेम	जान्दैनन्	1
दुम्‍चा	स्थापित	1
माल्‍तेक्‍म	खोज्छन्	1
दुम्‍तीक	धार्मिकताप्रति	1
मपामे	भएनन्	1
खाप्‍‍ने	समाप्‍ति	1
दुम्‍तीके	लेख्‍छन्	1
टीबपुकी	धार्मिकता	1
टीबपुकी	धार्मिकताद्वारा	1
ब्रोंइनीम	जिउनेछ	1
लाइबा	उक्लने	1
येसु	अर्थात्	1
कुइक्‍थ	पातालसम्म	1
कुइक्‍थ	ओर्लने	1
हना	अर्थात्	1
कुइक्‍थ	मरेकाहरूबाट	1
शेंनीकी	हृदयमा	1
ताइनीनी	बचाइनेछौ	1
देंबा	हृदयले	1
ब्रोंइचा	उद्धारको	1
मदोक्‍नीम	पारिनेछैन	1
अर्को	ग्रिकहरूबिच	1
कांइचीक	भिन्‍नता	1
देंब	पुकार्ने	1
रिम्‍शो	प्रशस्त	1
प्रोंइयीनी	बचाइनेछन्	1
प्रोंइयीनी	जसमाथि	1
प्रोंइयीनी	छैनन्	1
पुंइने	कसरी	1
चाप्‍नीमी	पुकार्ने	1
मनेंशो	सुनेका	1
सुइक्‍ने	छैनन्	1
चाप्‍नीमी	उहाँमाथि	1
मबाक्‍त	प्रचारकविना	1
चाप्‍नीमी	सक्छन्	1
सोइश्‍शो	तिनीहरू	1
मनम	पठाईंदैनन्	1
लाइनीमी	गर्छन्	1
गाक्‍ब	खुसीको	1
मसुदेम	सुनेनन्	1
सुइक्‍ने	सुनाइबाट	1
तुइक्‍पाइक्‍चा	सुनाइ	1
मनेन्‍मे	सुनेनन्	1
ब्रशो	पृथ्वीभरि	1
ब्रशो	अन्त्यसम्म	1
ब्रशो	पुगेका	1
मरुप्‍मे	अतिरिक्‍त	1
मरुप्‍मे	इस्राएलले	1
ङा	जानेन	1
यहूदी	भन्छन्	1
सुइक्‍चा	नभएको	1
सुइक्‍चा	समूहद्वारा	1
गेनुङमी	तुल्याउँछु	1
गेपुकीमी	समझविनाको	1
अरु	जातिद्वारा	1
एको	साहसी	1
ममाल्‍ब	खोजेनन्	1
थित्‍तीमी	भेट्टाए	1
ममिम्‍ब	गरेनन्	1
तुइक्‍पाइक्‍तामी	परेँ	1
दिंस	दिनभरि	1
दिंस	अनाज्ञाकारी	1
दिंस	हठी	1
बाक्‍नुङ	जातितिर	1
सुइक्‍तीमी	फैलाएँ	1
प्रोंइमी	गर्नुभयो	1
बेन्‍यामीन	बेन्यामीन	1
योव़शो	पहिचान	1
मप्रोंइमी	गर्नुभएन	1
एलीयामी	एलियाको	1
साइक्‍तेक्‍म	मारेका	1
चढ़ेतीक	वेदीहरूलाई	1
प्रेश्‍शा	भत्काएका	1
लीती	छोडिएको	1
एलीया	जवाफले	1
बाल	बाल	1
देवता	देवतासामु	1
मथेक्‍नीम	नटेकेका	1
योव़तामी	साँचेर	1
मुल	त्यसो	1
पा	छनोटको	1
योव़शो	वर्तमान	1
मली	हुने	1
इस्राएलम	इस्राएलले	1
माल्‍शा	खोजिरहेको	1
मथित्‍थु	पाएन	1
दुम्‍तेक्‍म	चुनिएकाहरूले	1
नेल्‍ल	रहेकाहरूलाई	1
दुम्‍तेक्‍म	बनाइयो	1
यसैयामी	लेखिएको	1
मरुप्‍ब	बोधो	1
आन	भोजनको	1
लेत्‍तीक	टेबल	1
ग्‍याइली	पासो	1
दुम्‍ल	बाधा	1
बेक्‍तीक	प्रतिशोध	1
क्‍येक्‍क	बनोस्	1
मताइब	अँध्यारो	1
दुम्‍मल	नदेखून्	1
वाइलीम	ढाड	1
वाइल	कुप्रो	1
गेनायो	पतन	1
मबोक्‍चा	हुनका	1
राम्‍समा	ठक्‍कर	1
राम्‍समा	खाएका	1
राम्‍समा	कहिले	1
मेकोपुकीम	असफलताद्वारा	1
पामेक्‍ल	तुल्याउनको	1
अर्को	गैरयहूदीहरूकहाँ	1
राम्‍सीतीके	असफलता	1
नेल्‍लेम	नोक्सानी	1
चिनु	पूर्णता	1
चिनु	झनै	1
दुम	होला	1
अर्को	गैरयहूदीहरूसँग	1
शेंथ	प्रेरित	1
पुंइसाक्‍यी	हुन्छु	1
पुंइसाक्‍यी	सेवा-कार्यमा	1
लाक्‍ती	गर्व	1
लाक्‍ती	गर्छु	1
जात	आफ्नैहरूलाई	1
आस	केहीलाई	1
बाक्‍ती	बचाउनेछौँ	1
ङा	मिलाप	1
सेंसीशो	पारिनुबाहेक	1
निशो	अगौटे	1
फस	फलहरूलाई	1
शोब्‍ले	बचाएर	1
दुम्‍त	राखिन्छ	1
नेल्‍ल	मुछेको	1
निशो	पिठोको	1
फस	ढिक्‍कालाई	1
रिम्‍शो	बचाएर	1
बाक्‍त	राखिन्छ	1
दुम्‍नीम	गरिन्छ	1
रवामी	जैतूनको	1
ग्रुंइशो	बाँधिएका	1
क्‍येप्‍चा	थियौ	1
पुंइसाक्‍नी	उर्बर	1
क्‍येप्‍चा	भयौ	1
दुम्‍तक	भएकोमा	1
राशीमी	गर्व	1
मतिक्‍ब	थाम्‍ने	1
तिक्‍ब	जराले	1
तुइक्‍तीने	थाम्छ	1
गेपुकीमी	भन्‍नेछौ	1
क्‍योरशा	कलमी	1
दुम्‍तय	बाँधियोस्	1
ताइक्‍ताक्‍व	काटिए	1
मलेत्‍थु	नठान	1
ताइक्‍ताक्‍व	छोड्नुभएन	1
मताइक्‍बा	छोड्नुहुनेछैन	1
पाइबा	कामहरू	1
रुपीन	कठोरतालाई	1
साइ	एकातिर	1
मटीब	यहूदीहरूमाथि	1
ख्रोइश्‍शा	कठोरता	1
ताइक्‍ताक्‍व	आइपर्‍यो	1
मटिथु	अर्कोतिर	1
सुइक्‍चा	भलाइमा	1
प्रोंइतीनी	लागिरह्‍यौ	1
मप्रोंइब	काटिनेछौ	1
सुइक्‍तेक्‍म	लागिरहँदैनन्	1
केप्‍शो	कलमी	1
ब्‍वाकी	स्वभावैले	1
रवा	जैतूनबाट	1
ब्‍वाकी	काटियौ	1
राशी	स्वभाव	1
केप्‍चा	जैतूनमा	1
बोइक्‍चा	बाँधियौ	1
शेंशो	रहस्यबारे	1
रुप्‍तीनी	रहो	1
मलेत्‍नीनी	आफ्‍नै	1
मलेत्‍नीनी	विचारमा	1
मलेत्‍नीनी	नहोऊ	1
पुंइसीशो	रहस्यचाहिँ	1
पर्बम	आंशिक	1
सेल्‍तीमी	पार्ने	1
सियोनमी	सियोनबाट	1
ग्रूब	आउनुहुनेछ	1
मरिम्‍शो	अधर्महरू	1
प्रोंइब	हटाइदिनुहुनेछ	1
खाप्‍नुङ	यही	1
क्‍याम्‍नुङ	उठाई	1
खाप्‍नुङ	लानेछु	1
रे	सम्बन्धमा	1
यावेमी	चुनाउअनुसार	1
दाक्‍ब	प्रियहरू	1
योव़तीक	बोलावट	1
मजाम्‍ब	हुन्छन्	1
थमा	अनाज्ञाकारी	1
गेप्‍तु	अनाज्ञाकारिताले	1
यावेमी	देखाइएको	1
मेको	दयाद्वारा	1
खाल	अनाज्ञाकारिताभित्र	1
वोइक्‍तीमी	सक्‍नुभएको	1
तुइक्‍ब	ओहो	1
सक्ति	बुद्धि	1
पाइश्‍शो	गहन	1
निसाफ	न्यायहरू	1
पशो	अगम्य	1
सुइमी	मार्गहरू	1
रुम्‍ने	खोज्‍न	1
मचाप्‍नीम	नसकिने	1
चाप्‍नीमी	जानेको	1
अर्ती	सल्लाहकार	1
गेने	को	1
चाप्‍बा	फर्काइयोस्	1
हना	उहाँबाट	1
इन	भाइहरू	1
सेल्‍तु	बिन्‍ती	1
चढ़ेतीक	जिउँदो	1
गेंसीन	अर्पण	1
मटीब	ढाँचाअनुसार	1
मपने	नचल	1
इन	मनलाई	1
फाइक्‍चा	बनाई	1
गेन	परिवर्तित	1
तुइक्‍नीनी	गर	1
शिशी	अनुग्रहअनुसार	1
दातेमी	तिमीहरूमध्‍ये	1
मसेल्‍सीन	ठान्‍नुपर्ने	1
मसेल्‍सीन	सोभन्दा	1
मसेल्‍सीन	नठानोस्	1
सुइक्‍तीक	नापबमोजिम	1
गेवा	बुद्धिमानी	1
ब्रेम्‍शो	ढङ्गले	1
बाक्‍कीन	सोच्नुपर्छ	1
नेल्‍ल	अङ्गहरूको	1
बाक्‍नय	ख्रीष्‍टमा	1
ख्रीस्‍तम	एक-अर्काका	1
पय	वरदानहरू	1
सुइश्‍शा	परिमाणअनुसार	1
नेंपतो	गरोस्	1
शेंब	कसैसँग	1
सेल्‍चा	सिकाउने	1
दुमो	सिकाओस्	1
सेल्‍सीचा	उदारतासाथ	1
मगेवो	गरोस्	1
पवीनु	प्रसन्‍न	1
ग्‍येरशा	भएर	1
ङोन	घृणा	1
पने	लागिरहो	1
लोक्‍बपुकीमी	दाजुभाइहरूबिच	1
दाक्‍मुशो	सम्बन्धमा	1
दाक्‍मुशो	एक-अर्काप्रति	1
दाक्‍मुशो	स्‍नेही	1
बाक्‍कीन	बन	1
मपुंइसीथु	सम्बन्धमा	1
,	एक-अर्कालाई	1
अल्‍सी	लगनशीलताको	1
पने	नहिच्‌किचाओ	1
थुंम	सन्बन्धमा	1
मी	उत्सुक	1
आस	भविष्यप्रतिको	1
बाक्‍कीन	मनाओ	1
माल्‍शो	खाँचाहरूमा	1
वारच	बाँड-चुँड	1
बास	सत्कारको	1
गेशा	उपायहरूको	1
थुलीन	खोजी	1
सराप	सताउनेहरूलाई	1
मपने	नदेओ	1
ग्‍येरसीशोपुकी	गर्नेहरूसँग	1
ङाक्‍शोपुकी	रुनेहरूसँग	1
थुं	अर्काप्रति	1
जोक्‍ब	अभिमानी	1
तुइक्‍ब	तरिकाले	1
नङ	नसोच	1
महिक्‍सीशो	नम्रहरूलाई	1
जोक्‍ब	विचारमा	1
ममिम्‍सीने	नहोओ	1
मरिम्‍शो	सट्टा	1
मार	नजरमा	1
चाप्‍बी	सम्भव	1
जिचा	हकमा	1
मतोने	भएसम्म	1
मलेत्‍तीन	नलेओ	1
पवल	क्रोधमा	1
सिक्‍सी	छोडिदेओ	1
मोइश्‍शो	भुङ्ग्रो	1
मुने	खन्याउनेछौ	1
लाक्‍चा	खराबीबाट	1
मगेव	पराजित	1
रिम्‍शोमी	खराबीलाई	1
मरिम्‍शो	भलाइले	1
ग्रापतो	जित	1
सरकार	अख्तियारको	1
हुकुम	अधीनतामा	1
माल्‍नय	रहोस्	1
सरकार	अधिकारबाहेक	1
मारदे	अधिकारीहरू	1
वोइश्‍शो	गरिएका	1
सरकार	उक्‍त	1
सजाइ	आफैँमाथि	1
हुकुम	शासकहरूको	1
देंनीम	मानिन्छ	1
मरिम्‍शो	अधिकारीप्रति	1
पाइबपुकी	निर्भय	1
हिंनीम	गर्छौ	1
वोइक्‍तु	सेवक	1
सरकार	विनाकारण	1
क्‍येङा	तरवार	1
हिनीन	भिर्दैनन्	1
सरकारमी	गर्नेमाथि	1
अधिकार	लिने	1
सरकारमी	यसकारण	1
सरकारमी	क्रोधको	1
पय	विवेकको	1
फ्रेंशा	आज्ञा	1
बाक्‍य	गर्नुपर्छ	1
तुइश्‍शा	तसर्थ	1
थाप्‍नीनी	तिर्छौ	1
पपाइक्‍तु	यिनै	1
यावेमी	हेरचाह	1
सरकार	सेवकहरू	1
भन्‍सार	पर्नेलाई	1
थाप्‍तीने	तिर	1
भन्‍सार	तिर्नुपर्नेलाई	1
भन्‍सार	दिनुपर्नेलाई	1
हिक्‍चा	देऊ	1
पुंइसीशो	मान्‍नुपर्नेको	1
हिक्‍कीने	मान	1
मारेइम	गर्नुबाहेक	1
बाक्‍कीन	नहोऊ	1
दाक्‍ताक्‍नी	छिमेकीलाई	1
खाप्‍नीनी	गरेको	1
खुइ	नचोर	1
मवाल्‍चा	लालच	1
मपचा	आज्ञाहरू	1
खाप्‍सीब	वाक्यमा	1
नाता	सारांशमा	1
मवाल्‍चा	सकिन्छ	1
रिम्‍शो	जान्दछौ	1
बोक्‍शो	निन्द्राबाट	1
बोक्‍शो	ब्युँझने	1
बोक्‍शो	अघि	1
दुम्‍य	भइसकेको	1
सोक्‍शा	नजिकै	1
छेङछेङम	आइपुगेको	1
ताइश्‍शा	त्यागौँ	1
या	धारण	1
पिम्‍‍सीन	गरौँ	1
नाक्‍ती	उद्दण्ड	1
छेङछेङ	उत्सवहरू	1
दुम्‍शो	मतवालीपनमा	1
गेय	तवरले	1
पय	हिडौँ	1
ग्रांग्रा	अनियन्त्रित	1
खेचा	नहिँडौँ	1
रुश	ईर्ष्यामा	1
बाक्‍नीम	हिँडौँ	1
बोल्‍यो	बहसहरूको	1
निक्‍शी	नगरीकनै	1
ग्रुम्‍तीकेमी	हुनेलाई	1
खाइ	सागसब्जी	1
ब्‍वाइब	खान्छ	1
ब्‍वाइबमी	खानेले	1
मब्‍वाइब	नखानेलाई	1
मसेलीन	नगरोस्	1
मब्‍वाइबमी	नखानेले	1
ब्‍वाइब	खानेको	1
मपाइब	नगरोस्	1
आन	अरूको	1
पाइ‍ब	नोकरको	1
बाक्‍ने	हौ	1
निसाफ	पतन	1
दुम्‍ने	गराइनेछ	1
कांइचीक	अर्कोभन्दा	1
कांइचीक	मूल्यको	1
मिम्‍नीम	मान्छ	1
का	समान	1
मिम्‍नीम	लिन्छ	1
तन्‍न	हेरक	1
तुइक्‍चा	आ-आफ्नै	1
माल्‍नीम	विश्‍वस्त	1
मिम्‍तमेनु	गर्छ	1
ब्‍वाइनीम	दिन्छ	1
श्‍ये	खाँदैन	1
मिम्‍शा	खानबाट	1
मब्‍वाइनीम	रोक्‍छ	1
मब्रोंइनय	जिउँदैनौँ	1
मबेक्‍नय	मर्दैनौँ	1
ब्रोंइतय	प्रभुकै	1
ब्रोंइय	जिउँछौँ	1
ब्रोंइय	मर्छौं	1
बेक्‍य	मर्छौं	1
ब्रोंइतय	जिऔँ	1
ब्रोंइतय	मरौँ	1
हना	उद्देश्यको	1
ब्रोंइशो	जीवितहरू	1
बाक्‍ब	सक्‍नुभएको	1
सेल्‍चा	ठान्छौ	1
नित्‍तीक	न्याय	1
खुप्‍शा	हुनेछौँ	1
थेक्‍नीम	टेक्‍नेछ	1
नेल्‍लेमी	जिब्रोले	1
बाक्‍या	स्वयम्‌लाई	1
माल्‍नय	दिनुपर्नेछ	1
आंम	एक-अर्काको	1
मनाक्‍मुय	नगरौँ	1
मनाक्‍मुय	अठोट	1
मनाक्‍मुय	गरौँ	1
मनाक्‍मुय	कि	1
खाइक्‍पाइक्‍चा	लाग्‍ने	1
मपमुय	पासो	1
मपमुय	राख्‍नेछैनौँ	1
शेंसाक्‍ङ	अशुद्ध	1
मिम्‍बा	ठान्छ	1
ब्‍वशा	खानाले	1
खाइक्‍पाइक्‍नेवे	पुग्छ	1
मदाक्‍तीके	प्रेममा	1
कोंइनेवे	चलिरहेका	1
बेक्‍शो	मर्नुभयो	1
बेक्‍शो	खानाले	1
मसेलो	नपार	1
दाक्‍नीनी	कार्यहरूले	1
दिचा	गिल्ला	1
मगेने	नतुल्याओस्	1
तूचा	पिउनेबारे	1
पशा	धार्मिकता	1
ग्‍येरशा	आनन्दबारे	1
बारपाइक्‍मुशा	पाछि	1
बाक्‍य	लागौँ	1
मक्‍याम्‍दीने	नष्‍ट	1
होस	थोक	1
होस	शुद्ध	1
इन	ठेस	1
ब्‍वचामी	लगाउँछ	1
मब्‍वथु	नखानु	1
शांबु	मद्यपान	1
मतूथु	नगर्नु	1
मखाइक्‍पाइक्‍थु	पुर्‍याउने	1
बाक्‍चा	नगर्नु	1
सुइक्‍तीके	विश्‍वासहरू	1
सुइक्‍तीके	आफू	1
थोव़क	मञ्‍जुर	1
दाल्‍गीर	दोषी	1
मपाइतीनी	नतुल्याउने	1
दाल्‍गीर	शङ्का	1
जाइब	खान्छ	1
मपाइब	नभएको	1
सुइक्‍चामी	दुर्बलहरूका	1
बोल्‍यो	कमजोरीलाई	1
दुम्‍शोपुकीमी	सहनुपर्छ	1
पय	पार्नु	1
बारपाइक्‍ब	गर्नको	1
माल्‍नय	पारोस्	1
मपव	पार्नुभएन	1
तार	पर्‍यो	1
इं	हाम्रै	1
बारपा	उत्साहद्वारा	1
फाल्‍तीक	धैर्य	1
बारपाइक्‍ब	उत्साहका	1
गेवल	येशूअनुसार	1
दुशा	एक-अर्कासँग	1
दुम्‍नीनी	दिऊन्	1
ब्रमुने	प्ररमेश्‍वरको	1
ब्रमुने	प्रशंसाको	1
ब्रमुने	ख्रीष्‍टले	1
ब्रमुने	गर्नुभए	1
खाप्‍चा	तर्फबाट	1
यहूदी	खतनाको	1
कोंइचा	पुर्खाहरूलाई	1
दुम्‍त	प्रतिज्ञाहरूलाई	1
शिशी	दयाको	1
सेल्‍मेक्‍ल	सक्‍नुभएको	1
तुइक्‍पा	प्रशंसा	1
तुइक्‍पा	स्तुति	1
योव़शो	उहाँका	1
ग्‍येरसीन	मनाओ	1
चिनु	फेरि	1
येस्‍से	यिशैको	1
बङस	जरा	1
ग्रूशा	गैरयहूदीहरूमाथि	1
गेब	भरोसाका	1
ग्‍येरपा	गर्नको	1
ग्‍येरपा	आनन्द	1
नाइक्‍पा	भरून्	1
नाइक्‍पा	शक्‍तिद्वारा	1
सुइक्‍तीकेमी	भरोसामा	1
बाक्‍कीन	होऊन्	1
दातेमी	भलाइले	1
दातेमी	ज्ञानले	1
दाक्‍मुशा	भरिएका	1
शेंमुने	एक-अर्कालाई	1
चाप्‍ब	अर्ती	1
चिठीमी	दिलाउनको	1
दुम्‍ती	वरदानचाहिँ	1
दुम्‍ती	गैरयहूदीहरूकहाँ	1
दुम्‍ती	पठाइनलाई	1
पाइनुङ	बन्‍नुपर्छ	1
पतीकेमी	अर्पण	1
चढे़तीक	भेटी	1
ख्रीस्‍तमी	गैरयहूदीहरूका	1
ख्रीस्‍तमी	आज्ञाकारिताको	1
पपाइश्‍शो	मद्वारा	1
पपाइश्‍शो	कुराबाहेक	1
पर्बम	साहस	1
पाइनुङ	गर्नेछैनँ	1
बाक्‍ती	कामद्वारा	1
गेशो	चमत्कारहरूको	1
इल्‍लीरीकुम	वरिपरिको	1
गाउं	क्षेत्रदेखि	1
गाउंमी	इल्लुरिकनसम्म	1
मलङ	इच्छा	1
मनेंशो	चिनिएका	1
शेंनुङमी	ठाउँहरूमा	1
शेंनुङमी	बसालेको	1
देंशा	जगमाथि	1
गाक्‍ती	नगरौँ	1
तुइक्‍पाइक्‍चा	जसकहाँ	1
मपुंइसीशोपुकीमी	आएन	1
मनेंशोपुकीमी	बुझ्‍नेछन्	1
मतङ	रोकिएको	1
एकेर	क्षेत्रहरूमा	1
ग्रुम्‍तीक	चाह	1
स्‍पेन	भेट्ने	1
नाइक्‍चा	मनाएपछि	1
तङल	तिमीहरूद्वारा	1
स्‍पेन	यात्रामा	1
चोव़दीनीनी	पठाइने	1
आकाया	यरूशलेमका	1
यरूसलेमम	विश्‍वासीहरूमध्ये	1
सुइक्‍बपुकीमी	गरिबहरूलाई	1
मतामे	योगदान	1
यरूसलेमम	अखैयाको	1
लाइनुङ	शुभेच्छा	1
कली	शुभेच्छा	1
सुइक्‍बपुकीमी	वास्तवमै	1
मोपतीके	गैरयहूदीहरू	1
दुम्‍तीके	सहभागी	1
चोव़थ	भौतिक	1
सोइक्‍ताक्‍यीमी	थोकहरूमा	1
सोइक्‍ताक्‍यीमी	ऋणी	1
स्‍पेन	आधिकारिक	1
जाक्‍ङानु	आउँछु	1
आसीकम	पूर्णतामा‌	1
दाक्‍मुपाइक्‍तु	प्रेमद्वारा	1
दाक्‍मुपाइक्‍तु	परमेश्‍वरसित	1
दाक्‍मुपाइक्‍तु	प्रार्थनामा	1
दाक्‍मुपाइक्‍तु	मसँग	1
दाक्‍मुपाइक्‍तु	सङ्घर्ष	1
प्रोनीन	जोगिन	1
पचा	ग्रहणयोग्य	1
नेंमी	आनन्दसित	1
ग्‍येरपाइक्‍मुशा	तिमीहरूसँगै	1
ग्‍येरपाइक्‍मुशा	विश्राम	1
बाक्‍ल	रहून्	1
केन्क्रेया	किंक्रियामा	1
ग्रुम्‍तीक	मण्डलीकी	1
खिंमी	सेविका	1
फिबी	हाम्री	1
दिदी	फिबीको	1
ब्रेक्‍शो	समक्ष	1
दिदीमी	ताकि	1
पाइक्‍ती	विश्‍वसीहरूलाई	1
पाइक्‍ती	सुहाउँदो	1
फिबी	खाँचो	1
दिदी	पर्छ	1
मान	सहायता	1
माल्‍दा	धेरैको	1
पतीने	भएकी	1
पाम्‍ताक्‍से	प्रिस्का	1
आस	अकिलासलाई	1
देनीन	गर	1
पुंइसाक्‍स	पारेका	1
मतीने	दिन्छन्	1
एपेनेतस	इपेनितसलाई	1
एपेनेतस	ख्रीष्‍टमा	1
अन्‍ड्रोनीकस	एन्ड्रोनिकस	1
नसी	युनियस	1
नेंमी	आफन्तहरू	1
जेल्‍खानम	सङ्गी	1
जेल्‍खानम	कैदीहरूलाई	1
सुइक्‍ताक्‍से	भनिदेओ	1
दुम्‍ताक्‍से	विशिष्‍ट	1
शुश	मभन्दा	1
अमप्‍लीआतस	एम्प्लीआतसलाई	1
बाक्‍को	भन	1
गोपुकी	उर्बानस	1
स्‍ताकीस	स्ताखुसलाई	1
अपेल्‍लेस	अपेल्लेसलाई	1
अरीस्‍तोबलस	अरिस्तोबुलसका	1
जात	आफन्त	1
जात	हेरोदियनलाई	1
सुइक्‍ब	नर्किससका	1
ने	भनिदेओ	1
त्रिफेना	त्रुफेना	1
त्रिफोसा	त्रोफोसालाई	1
दिदी	परसीसलाई	1
प्रभुम	प्रभुमा	1
रुफुस	रूफस	1
असीनक्रीतस	असिंक्रितस	1
फ्‍लेगन	फ्लेगन	1
पत्रोबास	पत्रोबास	1
हेरमेस	हर्मास	1
मेकोपुकी	उनीहरूसित	1
फिलोलोगस	फिलोलोगस	1
युलीया	युलिया	1
नेरीयस	नेरियस	1
नेरीयस	तिनकी	1
ओलीम्‍पास	ओलिम्पास	1
येसु	आपसमा	1
एक	ख्रीष्‍टका	1
नेल्‍लेमी	मण्डलीहरूले	1
कोइ	बाधा	1
मुल	सिकेका	1
दुशा	शिक्षाभन्दा	1
फ्राचा	गइरहेका	1
होस	तिनीहरूदेखि	1
मिलो	चिप्ला	1
नेंब	चापलुसीले	1
होस	निर्दोषहरूको	1
पा	हृदयलाई	1
बाक्‍कीन	छल्छ	1
शेंतीक	आज्ञाकारिताको	1
ननी	उदाहरण	1
तुइक्‍ताक्‍मे	पुग्छ	1
शेंताक्‍न्‍नी	मनाउँछु	1
जोल	त्यसमा	1
देंनुङ	निर्दोष	1
खोइल	पैतालामुनि	1
वोइक्‍ब	कुच्‍च्याउनुहुनेछ	1
यहूदी	मेरा	1
यहूदी	आफन्त	1
लुसीयस	लुकियस	1
सोसीपाटर	सोसिपात्रोसले	1
तेरतीयस	तर्तियसले	1
गायस	मण्डलीलाई	1
देल्‍ब	राखेका	1
इरास्‍तस	सहरका	1
इरास्‍तस	कोषाध्यक्ष	1
क्‍वारटसमी	क्‍वार्टसले	1
इं	नोटः	1
गेपुकी	प्रतिलिपीहरूले	1
बाक्‍ल	हटाएका	1
शिशी	रोमी	1
बाक्‍ल	१६∶२०	1
बाक्‍ल	पद	1
बाक्‍ल	२४	1
आमेन	प्रभु	1
आमेन	अनुग्रह	1
आमेन	सबैसित	1
बोल्‍यो	सन्देशअनुसार	1
साइ	अगाडिदेखि	1
तुइक्‍पाइश्‍शो	प्रकाशअनुसार	1
दाक्शो	आज्ञाकारिताको	1
दाक्शो	आज्ञाअनुसार	1
दाक्शो	अगमवाणीका	1
दाक्शो	धर्मशास्‍त्रहरूद्वारा	1
दाक्शो	जनाइएको	1
सोस्‍थेनेस	सोस्थेनसबाट	1
पुंइसाक्‍नी	जनहरू	1
पुंइसीनीनी	बोलाइएकाहरूलाई	1
खुम्‍सीनीमी	लिनेहरू	1
पुंइसीनीम	लेखिरहेका	1
तुइक्‍तीक	बोली	1
रुप्‍पाइक्‍ब	धनी	1
ताइतीनी	अभाव	1
